wrestler 1,wrestler 1 id,wrestler 1 nationality,wrestler 2,wrestler 2 id,wrestler 2 nationality,current champion,winner,match ending,card order,title,match type,date,show name,location,W1 Age,W1 PPV Matches,W1 PPV Wins,W1 PPV DQ Wins,W1 PPV Pin Wins,W1 PPV Sub Wins,W1 PPV Losses,W1 PPV DQ Losses,W1 PPV Pin Losses,W1 PPV Sub Losses,W1 PPV Draws,W1 PPV Streak,W1 PPV Championship Wins,W1 PPV Championship Losses,W1 PPV Championship Defense Wins,W1 PPV Championship Defense Losses,W1 PPV Championship Challenge Wins,W1 PPV Championship Challenge Losses,W1 Last PPV Match,W1 H2H PPV Matches,W1 H2H PPV Wins,W1 H2H PPV DQ Wins,W1 H2H PPV Pin Wins,W1 H2H PPV Sub Wins,W1 H2H PPV Losses,W1 H2H PPV DQ Losses,W1 H2H PPV Pin Losses,W1 H2H PPV Sub Losses,W1 H2H PPV Draws,W1 H2H PPV Streak,W1 H2H PPV Championship Wins,W1 H2H PPV Championship Losses,W1 H2H PPV Championship Defense Wins,W1 H2H PPV Championship Defense Losses,W1 H2H PPV Championship Challenge Wins,W1 H2H PPV Championship Challenge Losses,W1 H2H Last PPV Match,W1 PWI Ranking,W1 PWI Change,W2 Age,W2 PPV Matches,W2 PPV Wins,W2 PPV DQ Wins,W2 PPV Pin Wins,W2 PPV Sub Wins,W2 PPV Losses,W2 PPV DQ Losses,W2 PPV Pin Losses,W2 PPV Sub Losses,W2 PPV Draws,W2 PPV Streak,W2 PPV Championship Wins,W2 PPV Championship Losses,W2 PPV Championship Defense Wins,W2 PPV Championship Defense Losses,W2 PPV Championship Challenge Wins,W2 PPV Championship Challenge Losses,W2 Last PPV Match,W2 PPV Matches,W2 H2H PPV Wins,W2 H2H PPV DQ Wins,W2 H2H PPV Pin Wins,W2 H2H PPV Sub Wins,W2 H2H PPV Losses,W2 H2H PPV DQ Losses,W2 H2H PPV Pin Losses,W2 H2H PPV Sub Losses,W2 H2H PPV Draws,W2 H2H PPV Streak,W2 H2H PPV Championship Wins,W2 H2H PPV Championship Losses,W2 H2H PPV Championship Defense Wins,W2 H2H PPV Championship Defense Losses,W2 H2H PPV Championship Challenge Wins,W2 H2H PPV Championship Challenge Losses,W2 H2H Last PPV Match,W2 PWI Ranking,W2 PWI Change
Triple H,193,USA,The Rock,229,USA,None,true,,8,"",strap,1999-07-25,Fully Loaded '99,Buffalo,30.013698630136986,28,17,0,15,0,9,3,4,0,2,-1,5,2,3,1,2,1,1999-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7,27.246575342465754,26,14,6,6,2,10,0,5,2,2,-1,8,8,6,4,2,4,1999-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,92
Steve Austin,205,USA,The Undertaker,124,USA,Wrestler 1,true,,9,WWF World Heavyweight Title,"""First Blood""",1999-07-25,Fully Loaded '99,Buffalo,34.62191780821918,29,19,2,14,0,9,1,4,1,1,-1,9,4,5,3,4,1,1999-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,34.35890410958904,52,34,4,22,0,16,3,8,0,2,4,9,8,5,2,4,6,1999-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
Jeff Jarrett,168,USA,D-Lo Brown,247,USA,Wrestler 2,true,pin,1,WWF European TitleWWF International Title,"",1999-08-22,SummerSlam '99,Minneapolis,32.37808219178082,16,5,1,4,0,11,4,6,1,0,1,2,3,0,3,2,0,1999-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,-26,26.852054794520548,5,4,1,3,0,1,0,1,0,0,1,2,1,1,1,1,0,1999-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,24
Al Snow,210,USA,Big Boss Man,95,USA,Wrestler 2,true,pin,7,WWF Hardcore Title,"""hardcore""",1999-08-22,SummerSlam '99,Minneapolis,36.12054794520548,11,4,1,3,0,7,0,7,0,0,-1,2,2,1,2,1,0,1999-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,38.33150684931507,14,9,1,8,0,5,2,3,0,0,1,2,0,0,0,2,0,1999-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,49
Ivory,293,USA,Tori,284,USA,Wrestler 1,true,pin,8,WWF Women's Title,"",1999-08-22,SummerSlam '99,Minneapolis,37.76164383561644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,32.02739726027397,2,0,0,0,0,2,0,2,0,0,-2,0,1,0,0,0,1,1999-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Ken Shamrock,234,USA,Steve Blackman,254,USA,None,true,TKO,9,"","""Lion's Den"" weapons",1999-08-22,SummerSlam '99,Minneapolis,35.55068493150685,18,10,1,0,8,8,3,3,1,0,1,5,4,3,1,2,3,1999-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,35.92328767123288,5,2,0,0,1,3,0,1,1,0,-1,0,1,0,0,0,1,1999-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,392
Test,281,CAN,Shane McMahon,285,USA,None,true,pin,10,"","""Love Her or Leave Her""",1999-08-22,SummerSlam '99,Minneapolis,24.44931506849315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,29.61917808219178,2,2,0,2,0,0,0,0,0,0,2,2,0,2,0,0,0,1999-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
The Rock,229,USA,Mr. Ass,158,USA,None,true,pin,12,"","""Kiss My Ass""",1999-08-22,SummerSlam '99,Minneapolis,27.323287671232876,27,14,6,6,2,11,0,5,2,2,-2,8,8,6,4,2,4,1999-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,92,35.8027397260274,7,5,0,4,0,2,0,1,1,0,5,1,1,0,0,1,1,1999-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,86
Val Venis,270,CAN,Steve Blackman,254,USA,None,true,pin,1,"","",1999-09-26,Unforgiven '99,Charlotte,28.578082191780823,6,4,0,4,0,2,1,1,0,0,2,1,1,0,0,1,1,1999-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,80,36.01917808219178,6,2,0,0,1,4,0,1,1,0,-2,0,1,0,0,0,1,1999-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,-29
D-Lo Brown,247,USA,Mark Henry,213,USA,Wrestler 2,true,pin,2,WWF European Title,"",1999-09-26,Unforgiven '99,Charlotte,26.947945205479453,6,4,1,3,0,2,0,2,0,0,-1,2,2,1,2,1,0,1999-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,55,28.30958904109589,3,3,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,1998-10-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,75
Jeff Jarrett,168,USA,Chyna,282,USA,Wrestler 1,true,DQ,3,WWF Intercontinental Title,"",1999-09-26,Unforgiven '99,Charlotte,32.47397260273973,17,6,1,5,0,11,4,6,1,0,2,3,3,0,3,3,0,1999-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,7,26.764383561643836,1,0,0,0,0,1,0,1,0,0,-1,0,0,0,0,0,0,1999-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Ivory,293,USA,Luna Vachon,176,CAN,Wrestler 1,true,pin,5,WWF Women's Title,"""hardcore""",1999-09-26,Unforgiven '99,Charlotte,37.85753424657534,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1999-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,37.728767123287675,2,1,0,0,0,1,0,0,0,0,-1,0,1,0,0,0,1,1999-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Al Snow,210,USA,Big Boss Man,95,USA,Wrestler 1,true,,7,WWF Hardcore Title,"""Kennel From Hell""",1999-09-26,Unforgiven '99,Charlotte,36.21643835616438,12,5,1,4,0,7,0,7,0,0,1,3,2,1,2,2,0,1999-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,18,38.42739726027397,15,9,1,8,0,6,2,4,0,0,-1,2,1,0,1,2,0,1999-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,45
X-Pac,163,USA,Chris Jericho,296,CAN,None,true,DQ,8,"","",1999-09-26,Unforgiven '99,Charlotte,27.221917808219178,19,7,1,6,0,11,1,9,1,1,-1,2,4,1,1,1,3,1999-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,103,28.898630136986302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,-19
Christian,277,CAN,Crash Holly,291,USA,None,true,pin,1,"",dark  ,1999-10-02,Rebellion '99,Birmingham,25.854794520547944,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1998-10-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,-10,28.123287671232877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Jeff Jarrett,168,USA,D-Lo Brown,247,USA,Wrestler 1,true,pin,2,WWF Intercontinental Title,"",1999-10-02,Rebellion '99,Birmingham,32.49041095890411,18,7,2,5,0,11,4,6,1,0,3,4,3,1,3,3,0,1999-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,7,26.964383561643835,7,5,1,4,0,2,0,2,0,0,1,3,2,1,2,2,0,1999-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,55
The Godfather,142,USA,Gangrel,275,USA,None,true,pin,3,"","",1999-10-02,Rebellion '99,Birmingham,38.40547945205479,7,3,0,2,0,3,0,1,0,1,1,1,0,1,0,0,0,1999-04-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,148,30.643835616438356,3,1,0,1,0,2,0,2,0,0,-1,0,1,0,0,0,1,1999-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,399
Val Venis,270,CAN,Mark Henry,213,USA,None,true,pin,4,"","",1999-10-02,Rebellion '99,Birmingham,28.594520547945205,7,5,0,5,0,2,1,1,0,0,3,1,1,0,0,1,1,1999-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,80,28.326027397260273,4,3,0,2,1,1,0,1,0,0,-1,0,1,0,1,0,0,1999-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,75
Chris Jericho,296,CAN,Road Dogg,192,USA,None,true,pin,6,"","",1999-10-02,Rebellion '99,Birmingham,28.915068493150685,1,0,0,0,0,1,1,0,0,0,-1,0,0,0,0,0,0,1999-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,-19,30.389041095890413,8,4,0,4,0,4,0,4,0,0,-1,0,0,0,0,0,0,1999-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,27
Chyna,282,USA,Jeff Jarrett,168,USA,None,true,DQ,7,"","",1999-10-02,Rebellion '99,Birmingham,26.78082191780822,2,0,0,0,0,2,1,1,0,0,-2,0,1,0,0,0,1,1999-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,32.49041095890411,19,8,2,6,0,11,4,6,1,0,4,5,3,2,3,3,0,1999-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,7
Kane,197,USA,The Big Show,283,USA,None,true,pin,8,"",no disqualification,1999-10-02,Rebellion '99,Birmingham,32.45753424657534,14,7,2,4,0,6,1,4,0,1,-2,1,0,0,0,1,0,1999-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,27.665753424657535,4,1,0,1,0,3,1,2,0,0,1,0,0,0,0,0,0,1999-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,-3
The British Bulldog,29,ENG,X-Pac,163,USA,None,true,pin,9,"","",1999-10-02,Rebellion '99,Birmingham,36.868493150684934,13,6,2,4,0,6,1,3,0,1,-1,3,3,1,1,2,2,1997-09-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,27.23835616438356,20,8,2,6,0,11,1,9,1,1,1,2,4,1,1,1,3,1999-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,103
Triple H,193,USA,The Rock,229,USA,Wrestler 1,true,,11,WWF World Heavyweight Title,steel cage,1999-10-02,Rebellion '99,Birmingham,30.202739726027396,29,18,0,15,0,9,3,4,0,2,1,5,2,3,1,2,1,1999-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,-2,27.435616438356163,28,15,6,7,2,11,0,5,2,2,1,8,8,6,4,2,4,1999-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6
The Godfather,142,USA,Mideon,206,USA,None,true,pin,1,"","",1999-10-17,No Mercy '99,Cleveland,38.446575342465756,8,4,0,3,0,3,0,1,0,1,2,1,0,1,0,0,0,1999-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,148,30.827397260273973,3,0,0,0,0,3,1,2,0,0,-3,0,1,0,1,0,0,1999-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,65
The Fabulous Moolah,38,USA,Ivory,293,USA,Wrestler 2,true,pin,2,WWF Women's Title,"",1999-10-17,No Mercy '99,Cleveland,76.2904109589041,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1986-04-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,37.915068493150685,2,2,0,2,0,0,0,0,0,0,2,2,0,2,0,0,0,1999-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Chyna,282,USA,Jeff Jarrett,168,USA,Wrestler 2,true,pin,4,WWF Intercontinental Title,"""Good Housekeeping""",1999-10-17,No Mercy '99,Cleveland,26.82191780821918,3,1,1,0,0,2,1,1,0,0,1,0,1,0,0,0,1,1999-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,32.53150684931507,20,8,2,6,0,12,5,6,1,0,-1,5,3,2,3,3,0,1999-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,7
The Rock,229,USA,The British Bulldog,29,ENG,None,true,pin,5,"","",1999-10-17,No Mercy '99,Cleveland,27.476712328767125,29,15,6,7,2,12,0,5,2,2,-1,8,9,6,4,2,5,1999-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,36.90958904109589,14,7,2,5,0,6,1,3,0,1,1,3,3,1,1,2,2,1999-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Val Venis,270,CAN,Mankind,209,USA,None,true,pin,7,"","",1999-10-17,No Mercy '99,Cleveland,28.635616438356163,8,6,0,6,0,2,1,1,0,0,4,1,1,0,0,1,1,1999-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,80,34.38356164383562,29,13,2,6,3,14,1,8,3,2,-1,2,7,0,3,2,4,1999-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7
Triple H,193,USA,Steve Austin,205,USA,Wrestler 1,true,pin,9,WWF World Heavyweight Title,Anything Goes,1999-10-17,No Mercy '99,Cleveland,30.243835616438357,30,19,0,15,0,9,3,4,0,2,2,6,2,4,1,2,1,1999-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,-2,34.85205479452055,30,20,2,14,0,9,1,4,1,1,1,10,4,6,3,4,1,1999-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kurt Angle,299,USA,Shawn Stasiak,335,USA,None,true,pin,2,"","",1999-11-14,Survivor Series '99,Detroit,30.95068493150685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,29.336986301369862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,62
Kane,197,USA,X-Pac,163,USA,None,true,DQ,5,"","",1999-11-14,Survivor Series '99,Detroit,32.57534246575342,15,8,2,5,0,6,1,4,0,1,1,1,0,0,0,1,0,1999-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,27.356164383561644,21,8,2,6,0,12,1,10,1,1,-1,2,4,1,1,1,3,1999-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,103
Chyna,282,USA,Chris Jericho,296,CAN,Wrestler 1,true,pin,7,WWF Intercontinental Title,"",1999-11-14,Survivor Series '99,Detroit,26.898630136986302,4,2,1,1,0,2,1,1,0,0,2,1,1,0,0,1,1,1999-10-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,29.03287671232877,2,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1999-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,-19
Kurt Angle,299,USA,Steve Blackman,254,USA,None,true,pin,2,"","",1999-12-12,Armageddon '99,Sunrise,31.027397260273972,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1999-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,36.23013698630137,7,2,0,0,1,5,0,2,1,0,-3,0,1,0,0,0,1,1999-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,-29
Kane,197,USA,X-Pac,163,USA,None,true,pin,6,"",steel cage,1999-12-12,Armageddon '99,Sunrise,32.652054794520545,16,9,3,5,0,6,1,4,0,1,2,1,0,0,0,1,0,1999-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,27.432876712328767,22,8,2,6,0,13,2,10,1,1,-2,2,4,1,1,1,3,1999-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,103
Chris Jericho,296,CAN,Chyna,282,USA,Wrestler 2,true,sub,7,WWF Intercontinental Title,"",1999-12-12,Armageddon '99,Sunrise,29.10958904109589,3,1,0,1,0,2,1,1,0,0,-1,0,1,0,0,0,1,1999-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,-19,26.975342465753425,5,3,1,2,0,2,1,1,0,0,3,2,1,1,0,1,1,1999-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
The Big Show,283,USA,Big Boss Man,95,USA,Wrestler 1,true,pin,9,WWF World Heavyweight Title,"",1999-12-12,Armageddon '99,Sunrise,27.86027397260274,5,1,0,1,0,4,1,3,0,0,-1,0,0,0,0,0,0,1999-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,-3,38.63835616438356,16,9,1,8,0,7,2,4,0,0,-2,2,2,0,1,2,1,1999-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,45
Triple H,193,USA,Mr. McMahon,278,USA,None,true,pin,10,"",no holds barred,1999-12-12,Armageddon '99,Sunrise,30.397260273972602,31,20,0,16,0,9,3,4,0,2,3,7,2,5,1,2,1,1999-10-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,-2,54.33698630136986,1,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,1999-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Tazz,302,USA,Kurt Angle,299,USA,None,true,sub,1,"","",2000-01-23,Royal Rumble '00,New York,32.30684931506849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26,31.14246575342466,2,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1999-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Triple H,193,USA,Cactus Jack,209,USA,Wrestler 1,true,pin,6,WWF World Heavyweight Title,street fight,2000-01-23,Royal Rumble '00,New York,30.512328767123286,32,21,0,17,0,9,3,4,0,2,4,7,2,5,1,2,1,1999-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,-2,34.652054794520545,30,13,2,6,3,15,1,9,3,2,-2,2,7,0,3,2,4,1999-10-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7
Kurt Angle,299,USA,Chris Jericho,296,CAN,Wrestler 2,true,pin,1,WWF Intercontinental Title,"",2000-02-27,No Way Out '00,Hartford,31.23835616438356,3,2,0,2,0,1,0,0,1,0,-1,0,0,0,0,0,0,2000-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,29.32054794520548,4,2,0,1,1,2,1,1,0,0,1,1,1,0,0,1,1,1999-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,-19
Mark Henry,213,USA,Viscera,170,USA,None,true,pin,3,"","",2000-02-27,No Way Out '00,Hartford,28.731506849315068,5,3,0,2,1,2,0,2,0,0,-2,0,1,0,1,0,0,1999-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,75,28.054794520547944,8,3,0,3,0,4,0,3,0,1,-2,1,1,0,0,1,1,1995-12-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,150
Tazz,302,USA,Big Boss Man,95,USA,None,true,DQ,5,"","",2000-02-27,No Way Out '00,Hartford,32.4027397260274,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2000-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26,38.84931506849315,17,9,1,8,0,8,2,5,0,0,-3,2,3,0,1,2,2,1999-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,45
X-Pac,163,USA,Kane,197,USA,None,true,pin,6,"",no holds barred,2000-02-27,No Way Out '00,Hartford,27.643835616438356,23,8,2,6,0,14,2,11,1,1,-3,2,4,1,1,1,3,1999-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,103,32.863013698630134,17,10,3,6,0,6,1,4,0,1,3,1,0,0,0,1,0,1999-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8
The Big Show,283,USA,The Rock,229,USA,None,true,pin,8,"","",2000-02-27,No Way Out '00,Hartford,28.07123287671233,6,2,0,2,0,4,1,3,0,0,1,1,0,1,0,0,0,1999-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,-3,27.84109589041096,30,16,6,8,2,12,0,5,2,2,1,8,9,6,4,2,5,1999-10-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6
Triple H,193,USA,Cactus Jack,209,USA,Wrestler 1,true,pin,9,WWF World Heavyweight Title,"""Hell In A Cell""",2000-02-27,No Way Out '00,Hartford,30.60821917808219,33,22,0,18,0,9,3,4,0,2,5,8,2,6,1,2,1,2000-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,-2,34.74794520547945,31,13,2,6,3,16,1,10,3,2,-3,2,8,0,3,2,5,2000-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7
Terri Runnels,304,USA,The Kat,300,USA,None,true,,5,"","referee: Val Venis""Catfight""",2000-04-02,WrestleMania 2000,Anaheim,33.515068493150686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,28.528767123287672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Dean Malenko,306,USA,Scotty 2 Hotty,261,USA,Wrestler 1,true,pin,2,WWF Light Heavyweight Title,"",2000-04-30,Backlash '00,Washington,39.76438356164383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,26.846575342465755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,-18
The Big Show,283,USA,Kurt Angle,299,USA,None,true,pin,5,"","",2000-04-30,Backlash '00,Washington,28.243835616438357,7,3,0,3,0,4,1,3,0,0,2,1,0,1,0,0,0,2000-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,-3,31.410958904109588,4,3,0,3,0,1,0,0,1,0,1,1,0,0,0,1,0,2000-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
Eddie Guerrero,309,USA,Essa Rios,262,MEX,Wrestler 1,true,pin,7,WWF European Title,"",2000-04-30,Backlash '00,Washington,32.58082191780822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,22.4027397260274,1,0,0,0,0,1,0,1,0,0,-1,0,1,0,0,0,1,1998-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,-89
Chris Benoit,305,CAN,Chris Jericho,296,CAN,Wrestler 1,true,DQ,8,WWF Intercontinental Title,"",2000-04-30,Backlash '00,Washington,32.967123287671235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,-1,29.493150684931507,5,2,0,1,1,3,1,2,0,0,-1,1,2,0,1,1,1,2000-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,-19
The Rock,229,USA,Triple H,193,USA,Wrestler 2,true,pin,9,WWF World Heavyweight Title,referee: Shane McMahon ,2000-04-30,Backlash '00,Washington,28.013698630136986,31,16,6,8,2,13,0,6,2,2,-1,8,9,6,4,2,5,2000-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,30.78082191780822,34,23,0,19,0,9,3,4,0,2,6,9,2,7,1,2,1,2000-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,-2
Kane,197,USA,Bull Buchanan,257,USA,None,true,pin,2,"","",2000-05-06,Insurrextion '00,London,33.05205479452055,18,10,3,6,0,7,1,5,0,1,-1,1,0,0,0,1,0,2000-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,32.35616438356164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0
