Championship Match?,"Champion? (-1 if W2, 0 if neither, 1 if W1)",Card Order,Normal Match Type?,Month,Year,W1-W2 Age,W1-W2 PPV Matches,W1-W2 PPV Wins,W1-W2 PPV Wins %,W1-W2 PPV DQ Wins,W1-W2 PPV DQ % of Wins,W1-W2 PPV Pin Wins,W1-W2 PPV Pin % of Wins,W1-W2 PPV Sub Wins,W1-W2 PPV Sub % of Wins,W1-W2 PPV Losses,W1-W2 PPV DQ Losses,W1-W2 PPV DQ % of Losses,W1-W2 PPV Pin Losses,W1-W2 PPV Pin % of Losses,W1-W2 PPV Sub Losses,W1-W2 PPV Sub % of Losses,W1-W2 PPV Draws,W1-W2 PPV Streak,W1-W2 PPV Championship Wins,W1-W2 PPV Championship Losses,W1-W2 PPV Championship Defense Wins,W1-W2 PPV Championship Defense Losses,W1-W2 PPV Championship Challenge Wins,W1-W2 PPV Championship Challenge Losses,W1-W2 Last PPV Match,W1-W2 H2H PPV Matches,W1-W2 H2H PPV Wins,W1-W2 H2H PPV Wins %,W1-W2 H2H PPV DQ Wins,W1-W2 H2H PPV DQ % of Wins,W1-W2 H2H PPV Pin Wins,W1-W2 H2H PPV Pin % of Wins,W1-W2 H2H PPV Sub Wins,W1-W2 H2H PPV Sub % of Wins,W1-W2 H2H PPV Losses,W1-W2 H2H PPV DQ Losses,W1-W2 H2H PPV DQ % of Losses,W1-W2 H2H PPV Pin Losses,W1-W2 H2H PPV Pin % of Losses,W1-W2 H2H PPV Sub Losses,W1-W2 H2H PPV Sub % of Losses,W1-W2 H2H PPV Draws,W1-W2 H2H PPV Streak,W1-W2 H2H PPV Championship Wins,W1-W2 H2H PPV Championship Losses,W1-W2 H2H PPV Championship Defense Wins,W1-W2 H2H PPV Championship Defense Losses,W1-W2 H2H PPV Championship Challenge Wins,W1-W2 H2H PPV Championship Challenge Losses,W1-W2 H2H Last PPV Match,W1-W2 PWI Ranking,W1-W2 PWI Change,W1 Winner?
0,0,3,0,5,1995,-7.926027397260274,1,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,13996800.0,1,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,13996800.0,-54,200,1
0,0,3,0,5,1995,7.926027397260274,-1,0,0.0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,-13996800.0,-1,0,0.0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,-13996800.0,54,-200,-1
0,0,5,0,5,1995,7.594520547945206,-18,-12,-0.15000000000000002,0,0.9230769230769231,-9,-0.6923076923076923,-2,-0.15384615384615385,-5,-2,-0.15384615384615385,-2,0.7692307692307692,0,0.0,-1,-3,-8,-4,-4,-4,-4,0,-28425600.0,-18,-12,-0.15000000000000002,0,0.9230769230769231,-9,-0.6923076923076923,-2,-0.15384615384615385,-5,-2,-0.15384615384615385,-2,0.7692307692307692,0,0.0,-1,-3,-8,-4,-4,-4,-4,0,-28425600.0,15,-2,1
0,0,5,0,5,1995,-7.594520547945206,18,12,0.15000000000000002,0,-0.9230769230769231,9,0.6923076923076923,2,0.15384615384615385,5,2,0.15384615384615385,2,-0.7692307692307692,0,0.0,1,3,8,4,4,4,4,0,28425600.0,18,12,0.15000000000000002,0,-0.9230769230769231,9,0.6923076923076923,2,0.15384615384615385,5,2,0.15384615384615385,2,-0.7692307692307692,0,0.0,1,3,8,4,4,4,4,0,28425600.0,-15,2,-1
1,1,6,0,5,1995,0.989041095890411,3,2,0.5,1,0.5,1,0.5,0,0.0,0,-1,0.0,1,0.5,0,0.0,1,2,2,1,1,1,1,0,94348800.0,3,2,0.5,1,0.5,1,0.5,0,0.0,0,-1,0.0,1,0.5,0,0.0,1,2,2,1,1,1,1,0,94348800.0,-129,605,1
1,0,6,0,5,1995,-0.989041095890411,-3,-2,-0.5,-1,-0.5,-1,-0.5,0,0.0,0,1,0.0,-1,-0.5,0,0.0,-1,-2,-2,-1,-1,-1,-1,0,-94348800.0,-3,-2,-0.5,-1,-0.5,-1,-0.5,0,0.0,0,1,0.0,-1,-0.5,0,0.0,-1,-2,-2,-1,-1,-1,-1,0,-94348800.0,129,-605,-1
0,0,1,0,6,1995,0.14520547945205478,-9,-5,-0.05555555555555558,-1,-0.2,-3,-0.6,0,0.0,-4,0,0.0,-2,-0.4,0,0.0,0,2,-4,-3,-2,-3,-2,0,-785548800.0,-9,-5,-0.05555555555555558,-1,-0.2,-3,-0.6,0,0.0,-4,0,0.0,-2,-0.4,0,0.0,0,2,-4,-3,-2,-3,-2,0,-785548800.0,163,333,1
0,0,1,0,6,1995,-0.14520547945205478,9,5,0.05555555555555558,1,0.2,3,0.6,0,0.0,4,0,0.0,2,0.4,0,0.0,0,-2,4,3,2,3,2,0,785548800.0,9,5,0.05555555555555558,1,0.2,3,0.6,0,0.0,4,0,0.0,2,0.4,0,0.0,0,-2,4,3,2,3,2,0,785548800.0,-163,-333,-1
0,0,2,0,6,1995,-6.30958904109589,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,203,-353,1
0,0,2,0,6,1995,6.30958904109589,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-203,353,-1
0,0,3,0,6,1995,-4.186301369863013,6,2,-0.2222222222222222,0,0.0,2,0.25,0,0.0,3,0,0.0,0,-0.25,1,0.25,1,-1,3,4,3,1,0,3,62899200.0,6,2,-0.2222222222222222,0,0.0,2,0.25,0,0.0,3,0,0.0,0,-0.25,1,0.25,1,-1,3,4,3,1,0,3,62899200.0,-261,100,0
0,0,3,0,6,1995,4.186301369863013,-6,-2,0.2222222222222222,0,0.0,-2,-0.25,0,0.0,-3,0,0.0,0,0.25,-1,-0.25,-1,1,-3,-4,-3,-1,0,-3,-62899200.0,-6,-2,0.2222222222222222,0,0.0,-2,-0.25,0,0.0,-3,0,0.0,0,0.25,-1,-0.25,-1,1,-3,-4,-3,-1,0,-3,-62899200.0,261,-100,0
0,0,4,0,6,1995,-6.898630136986301,-10,-10,-0.5128205128205128,-2,-0.18181818181818182,-6,0.36363636363636365,0,0.0,0,0,0.0,1,1.9090909090909092,0,0.0,0,-3,-1,-2,0,-1,-1,-1,3628800.0,-10,-10,-0.5128205128205128,-2,-0.18181818181818182,-6,0.36363636363636365,0,0.0,0,0,0.0,1,1.9090909090909092,0,0.0,0,-3,-1,-2,0,-1,-1,-1,3628800.0,65,179,1
0,0,4,0,6,1995,6.898630136986301,10,10,0.5128205128205128,2,0.18181818181818182,6,-0.36363636363636365,0,0.0,0,0,0.0,-1,-1.9090909090909092,0,0.0,0,3,1,2,0,1,1,1,-3628800.0,10,10,0.5128205128205128,2,0.18181818181818182,6,-0.36363636363636365,0,0.0,0,0,0.0,-1,-1.9090909090909092,0,0.0,0,3,1,2,0,1,1,1,-3628800.0,-65,-179,-1
0,0,5,0,6,1995,2.778082191780822,0,0,0.0,0,0.0,-1,-1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,-1,-1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,-218,368,1
0,0,5,0,6,1995,-2.778082191780822,0,0,0.0,0,0.0,1,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,1,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,218,-368,-1
0,0,6,1,6,1995,-7.594520547945206,18,11,-0.04761904761904756,0,-0.4230769230769231,8,0.1923076923076923,2,0.15384615384615385,6,2,0.15384615384615385,3,-0.1923076923076923,0,0.0,1,-2,8,4,4,4,4,0,0.0,18,11,-0.04761904761904756,0,-0.4230769230769231,8,0.1923076923076923,2,0.15384615384615385,6,2,0.15384615384615385,3,-0.1923076923076923,0,0.0,1,-2,8,4,4,4,4,0,0.0,-15,2,1
0,0,6,1,6,1995,7.594520547945206,-18,-11,0.04761904761904756,0,0.4230769230769231,-8,-0.1923076923076923,-2,-0.15384615384615385,-6,-2,-0.15384615384615385,-3,0.1923076923076923,0,0.0,-1,2,-8,-4,-4,-4,-4,0,0.0,-18,-11,0.04761904761904756,0,0.4230769230769231,-8,-0.1923076923076923,-2,-0.15384615384615385,-6,-2,-0.15384615384615385,-3,0.1923076923076923,0,0.0,-1,2,-8,-4,-4,-4,-4,0,0.0,15,-2,-1
1,0,7,0,6,1995,-5.517808219178082,2,0,-0.5,0,0.0,1,0.5,0,0.0,2,0,0.0,2,1.0,0,0.0,0,0,0,0,0,0,0,0,0.0,2,0,-0.5,0,0.0,1,0.5,0,0.0,2,0,0.0,2,1.0,0,0.0,0,0,0,0,0,0,0,0,0.0,-86,-125,1
1,0,7,0,6,1995,5.517808219178082,-2,0,0.5,0,0.0,-1,-0.5,0,0.0,-2,0,0.0,-2,-1.0,0,0.0,0,0,0,0,0,0,0,0,0.0,-2,0,0.5,0,0.0,-1,-0.5,0,0.0,-2,0,0.0,-2,-1.0,0,0.0,0,0,0,0,0,0,0,0,0.0,86,125,-1
0,0,1,-1,7,1995,1.5698630136986302,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-254,-164,1
0,0,1,-1,7,1995,-1.5698630136986302,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,254,164,-1
0,0,2,0,7,1995,3.1506849315068495,-1,0,0.16666666666666669,0,0.0,0,0.0,0,0.0,-1,0,0.0,0,0.0,-1,-1.0,0,0,0,0,0,0,0,0,32054400.0,-1,0,0.16666666666666669,0,0.0,0,0.0,0,0.0,-1,0,0.0,0,0.0,-1,-1.0,0,0,0,0,0,0,0,0,32054400.0,370,-53,1
0,0,2,0,7,1995,-3.1506849315068495,1,0,-0.16666666666666669,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,1,1.0,0,0,0,0,0,0,0,0,-32054400.0,1,0,-0.16666666666666669,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,1,1.0,0,0,0,0,0,0,0,0,-32054400.0,-370,53,-1
0,0,4,0,7,1995,2.5397260273972604,7,2,-0.2142857142857143,0,0.0,2,1.0,0,0.0,5,0,0.0,4,2.0,0,0.0,0,-4,0,1,0,1,0,0,796780800.0,7,2,-0.2142857142857143,0,0.0,2,1.0,0,0.0,5,0,0.0,4,2.0,0,0.0,0,-4,0,1,0,1,0,0,796780800.0,-244,78,1
0,0,4,0,7,1995,-2.5397260273972604,-7,-2,0.2142857142857143,0,0.0,-2,-1.0,0,0.0,-5,0,0.0,-4,-2.0,0,0.0,0,4,0,-1,0,-1,0,0,-796780800.0,-7,-2,0.2142857142857143,0,0.0,-2,-1.0,0,0.0,-5,0,0.0,-4,-2.0,0,0.0,0,4,0,-1,0,-1,0,0,-796780800.0,244,-78,-1
1,0,5,0,7,1995,1.7287671232876711,6,2,-0.09999999999999998,0,0.0,1,-0.25,0,0.0,2,-1,-0.5,0,-0.25,1,0.25,2,-1,2,3,3,0,-1,3,7257600.0,6,2,-0.09999999999999998,0,0.0,1,-0.25,0,0.0,2,-1,-0.5,0,-0.25,1,0.25,2,-1,2,3,3,0,-1,3,7257600.0,-30,11,1
1,1,5,0,7,1995,-1.7287671232876711,-6,-2,0.09999999999999998,0,0.0,-1,0.25,0,0.0,-2,1,0.5,0,0.25,-1,-0.25,-2,1,-2,-3,-3,0,1,-3,-7257600.0,-6,-2,0.09999999999999998,0,0.0,-1,0.25,0,0.0,-2,1,0.5,0,0.25,-1,-0.25,-2,1,-2,-3,-3,0,1,-3,-7257600.0,30,-11,-1
1,1,7,1,7,1995,0.989041095890411,3,3,0.6,2,0.6666666666666666,1,0.3333333333333333,0,0.0,-1,-2,0.0,1,0.3333333333333333,0,0.0,1,4,3,0,2,1,1,-1,0.0,3,3,0.6,2,0.6666666666666666,1,0.3333333333333333,0,0.0,-1,-2,0.0,1,0.3333333333333333,0,0.0,1,4,3,0,2,1,1,-1,0.0,-129,605,1
1,0,7,1,7,1995,-0.989041095890411,-3,-3,-0.6,-2,-0.6666666666666666,-1,-0.3333333333333333,0,0.0,1,2,0.0,-1,-0.3333333333333333,0,0.0,-1,-4,-3,0,-2,-1,-1,1,0.0,-3,-3,-0.6,-2,-0.6666666666666666,-1,-0.3333333333333333,0,0.0,1,2,0.0,-1,-0.3333333333333333,0,0.0,-1,-4,-3,0,-2,-1,-1,1,0.0,129,-605,-1
0,0,8,-1,7,1995,10.501369863013698,22,14,0.13636363636363635,1,0.07142857142857142,9,0.6428571428571429,3,0.21428571428571427,7,2,0.14285714285714285,4,0.2857142857142857,0,0.0,1,1,8,4,4,4,4,0,804038400.0,22,14,0.13636363636363635,1,0.07142857142857142,9,0.6428571428571429,3,0.21428571428571427,7,2,0.14285714285714285,4,0.2857142857142857,0,0.0,1,1,8,4,4,4,4,0,804038400.0,-137,-94,1
0,0,8,-1,7,1995,-10.501369863013698,-22,-14,-0.13636363636363635,-1,-0.07142857142857142,-9,-0.6428571428571429,-3,-0.21428571428571427,-7,-2,-0.14285714285714285,-4,-0.2857142857142857,0,0.0,-1,-1,-8,-4,-4,-4,-4,0,-804038400.0,-22,-14,-0.13636363636363635,-1,-0.07142857142857142,-9,-0.6428571428571429,-3,-0.21428571428571427,-7,-2,-0.14285714285714285,-4,-0.2857142857142857,0,0.0,-1,-1,-8,-4,-4,-4,-4,0,-804038400.0,137,94,-1
0,0,9,-1,7,1995,-3.8575342465753426,10,9,0.2857142857142857,2,0.18181818181818182,6,0.13636363636363635,0,0.0,2,0,0.0,1,-0.3181818181818182,0,0.0,-1,0,1,2,0,1,1,1,0.0,10,9,0.2857142857142857,2,0.18181818181818182,6,0.13636363636363635,0,0.0,2,0,0.0,1,-0.3181818181818182,0,0.0,-1,0,1,2,0,1,1,1,0.0,-243,125,1
0,0,9,-1,7,1995,3.8575342465753426,-10,-9,-0.2857142857142857,-2,-0.18181818181818182,-6,-0.13636363636363635,0,0.0,-2,0,0.0,-1,0.3181818181818182,0,0.0,1,0,-1,-2,0,-1,-1,-1,0.0,-10,-9,-0.2857142857142857,-2,-0.18181818181818182,-6,-0.13636363636363635,0,0.0,-2,0,0.0,-1,0.3181818181818182,0,0.0,1,0,-1,-2,0,-1,-1,-1,0.0,243,-125,-1
0,0,1,0,8,1995,5.616438356164384,-3,-1,-0.25,0,0.0,-1,-1.0,0,0.0,-2,0,0.0,-1,-2.0,-1,-1.0,0,1,0,0,0,0,0,0,-6048000.0,-3,-1,-0.25,0,0.0,-1,-1.0,0,0.0,-2,0,0.0,-1,-2.0,-1,-1.0,0,1,0,0,0,0,0,0,-6048000.0,479,-12,1
0,0,1,0,8,1995,-5.616438356164384,3,1,0.25,0,0.0,1,1.0,0,0.0,2,0,0.0,1,2.0,1,1.0,0,-1,0,0,0,0,0,0,6048000.0,3,1,0.25,0,0.0,1,1.0,0,0.0,2,0,0.0,1,2.0,1,1.0,0,-1,0,0,0,0,0,0,6048000.0,-479,12,-1
0,0,2,0,8,1995,-6.495890410958904,-1,0,0.5,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,-804038400.0,-1,0,0.5,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,-804038400.0,36,-36,1
0,0,2,0,8,1995,6.495890410958904,1,0,-0.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,804038400.0,1,0,-0.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,804038400.0,-36,36,-1
0,0,4,0,8,1995,12.0,-1,-1,-0.5,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,-1,0,0,0,0,0,0,-806457600.0,-1,-1,-0.5,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,-1,0,0,0,0,0,0,-806457600.0,273,-23,1
0,0,4,0,8,1995,-12.0,1,1,0.5,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,806457600.0,1,1,0.5,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,806457600.0,-273,23,-1
1,0,5,0,8,1995,1.9589041095890412,-2,-2,-0.5,0,0.0,-2,-1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,-2,-2,0,-2,0,0,0,-778118400.0,-2,-2,-0.5,0,0.0,-2,-1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,-2,-2,0,-2,0,0,0,-778118400.0,0,0,1
1,1,5,0,8,1995,-1.9589041095890412,2,2,0.5,0,0.0,2,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,2,2,0,2,0,0,0,778118400.0,2,2,0.5,0,0.0,2,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,2,2,0,2,0,0,0,778118400.0,0,0,-1
0,0,6,1,8,1995,-3.8575342465753426,10,10,0.4,2,0.16666666666666666,6,0.08333333333333337,0,0.0,1,0,0.0,1,-0.33333333333333337,0,0.0,-1,3,1,2,0,1,1,1,0.0,10,10,0.4,2,0.16666666666666666,6,0.08333333333333337,0,0.0,1,0,0.0,1,-0.33333333333333337,0,0.0,-1,3,1,2,0,1,1,1,0.0,-243,125,1
0,0,6,1,8,1995,3.8575342465753426,-10,-10,-0.4,-2,-0.16666666666666666,-6,-0.08333333333333337,0,0.0,-1,0,0.0,-1,0.33333333333333337,0,0.0,1,-3,-1,-2,0,-1,-1,-1,0.0,-10,-10,-0.4,-2,-0.16666666666666666,-6,-0.08333333333333337,0,0.0,-1,0,0.0,-1,0.33333333333333337,0,0.0,1,-3,-1,-2,0,-1,-1,-1,0.0,243,-125,-1
0,0,7,0,8,1995,9.821917808219178,23,15,0.15217391304347827,1,0.06666666666666667,9,0.6,3,0.2,7,2,0.13333333333333333,4,0.26666666666666666,0,0.0,1,2,8,4,4,4,4,0,806457600.0,23,15,0.15217391304347827,1,0.06666666666666667,9,0.6,3,0.2,7,2,0.13333333333333333,4,0.26666666666666666,0,0.0,1,2,8,4,4,4,4,0,806457600.0,-389,-111,1
0,0,7,0,8,1995,-9.821917808219178,-23,-15,-0.15217391304347827,-1,-0.06666666666666667,-9,-0.6,-3,-0.2,-7,-2,-0.13333333333333333,-4,-0.26666666666666666,0,0.0,-1,-2,-8,-4,-4,-4,-4,0,-806457600.0,-23,-15,-0.15217391304347827,-1,-0.06666666666666667,-9,-0.6,-3,-0.2,-7,-2,-0.13333333333333333,-4,-0.26666666666666666,0,0.0,-1,-2,-8,-4,-4,-4,-4,0,-806457600.0,389,111,-1
1,1,8,1,8,1995,-6.758904109589041,-1,-3,-0.2121212121212121,-1,-0.125,-2,0.050000000000000044,0,0.0,0,0,0.0,-3,-0.3,1,0.2,2,0,0,1,1,-1,-1,2,9676800.0,-1,-3,-0.2121212121212121,-1,-0.125,-2,0.050000000000000044,0,0.0,0,0,0.0,-3,-0.3,1,0.2,2,0,0,1,1,-1,-1,2,9676800.0,-2,-82,1
1,0,8,1,8,1995,6.758904109589041,1,3,0.2121212121212121,1,0.125,2,-0.050000000000000044,0,0.0,0,0,0.0,3,0.3,-1,-0.2,-2,0,0,-1,-1,1,1,-2,-9676800.0,1,3,0.2121212121212121,1,0.125,2,-0.050000000000000044,0,0.0,0,0,0.0,3,0.3,-1,-0.2,-2,0,0,-1,-1,1,1,-2,-9676800.0,2,82,-1
1,1,9,1,8,1995,12.610958904109589,1,1,0.06666666666666665,2,0.5,-1,-0.5,0,0.0,-1,0,0.0,-1,-0.41666666666666663,0,0.0,1,0,3,1,3,1,0,0,2419200.0,1,1,0.06666666666666665,2,0.5,-1,-0.5,0,0.0,-1,0,0.0,-1,-0.41666666666666663,0,0.0,1,0,3,1,3,1,0,0,2419200.0,-74,285,1
1,0,9,1,8,1995,-12.610958904109589,-1,-1,-0.06666666666666665,-2,-0.5,1,0.5,0,0.0,1,0,0.0,1,0.41666666666666663,0,0.0,-1,0,-3,-1,-3,-1,0,0,-2419200.0,-1,-1,-0.06666666666666665,-2,-0.5,1,0.5,0,0.0,1,0,0.0,1,0.41666666666666663,0,0.0,-1,0,-3,-1,-3,-1,0,0,-2419200.0,74,-285,-1
0,0,1,0,9,1995,-13.830136986301369,3,2,0.16666666666666663,0,0.0,1,0.5,0,0.0,1,0,0.0,1,0.5,0,0.0,0,-1,0,1,0,1,0,0,804038400.0,3,2,0.16666666666666663,0,0.0,1,0.5,0,0.0,1,0,0.0,1,0.5,0,0.0,0,-1,0,1,0,1,0,0,804038400.0,-17,24,1
0,0,1,0,9,1995,13.830136986301369,-3,-2,-0.16666666666666663,0,0.0,-1,-0.5,0,0.0,-1,0,0.0,-1,-0.5,0,0.0,0,1,0,-1,0,-1,0,0,-804038400.0,-3,-2,-0.16666666666666663,0,0.0,-1,-0.5,0,0.0,-1,0,0.0,-1,-0.5,0,0.0,0,1,0,-1,0,-1,0,0,-804038400.0,17,-24,-1
0,0,2,0,9,1995,3.7013698630136984,2,0,0.0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,-2,0,2,0,0,0,2,0.0,2,0,0.0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,-2,0,2,0,0,0,2,0.0,-99,-26,1
0,0,2,0,9,1995,-3.7013698630136984,-2,0,0.0,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,2,0,-2,0,0,0,-2,0.0,-2,0,0.0,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,2,0,-2,0,0,0,-2,0.0,99,26,-1
0,0,3,0,9,1995,-1.2410958904109588,-4,0,0.375,0,0.0,0,0.0,0,0.0,-4,0,0.0,-4,-1.3333333333333333,0,0.0,0,2,1,-1,0,-1,1,0,-91411200.0,-4,0,0.375,0,0.0,0,0.0,0,0.0,-4,0,0.0,-4,-1.3333333333333333,0,0.0,0,2,1,-1,0,-1,1,0,-91411200.0,9,151,1
0,0,3,0,9,1995,1.2410958904109588,4,0,-0.375,0,0.0,0,0.0,0,0.0,4,0,0.0,4,1.3333333333333333,0,0.0,0,-2,-1,1,0,1,-1,0,91411200.0,4,0,-0.375,0,0.0,0,0.0,0,0.0,4,0,0.0,4,1.3333333333333333,0,0.0,0,-2,-1,1,0,1,-1,0,91411200.0,-9,-151,-1
0,0,4,0,9,1995,-6.093150684931507,-13,-8,-0.11538461538461542,-1,-0.125,-6,-0.75,0,0.0,-5,0,0.0,-4,-0.5,0,0.0,0,1,-4,-4,-2,-2,-2,-2,-809481600.0,-13,-8,-0.11538461538461542,-1,-0.125,-6,-0.75,0,0.0,-5,0,0.0,-4,-0.5,0,0.0,0,1,-4,-4,-2,-2,-2,-2,-809481600.0,19,6,1
0,0,4,0,9,1995,6.093150684931507,13,8,0.11538461538461542,1,0.125,6,0.75,0,0.0,5,0,0.0,4,0.5,0,0.0,0,-1,4,4,2,2,2,2,809481600.0,13,8,0.11538461538461542,1,0.125,6,0.75,0,0.0,5,0,0.0,4,0.5,0,0.0,0,-1,4,4,2,2,2,2,809481600.0,-19,-6,-1
0,0,5,0,9,1995,10.501369863013698,23,16,0.6666666666666666,2,0.125,9,0.5625,3,0.1875,6,2,0.125,4,0.25,0,0.0,1,4,8,4,4,4,4,0,3024000.0,23,16,0.6666666666666666,2,0.125,9,0.5625,3,0.1875,6,2,0.125,4,0.25,0,0.0,1,4,8,4,4,4,4,0,3024000.0,-75,-62,1
0,0,5,0,9,1995,-10.501369863013698,-23,-16,-0.6666666666666666,-2,-0.125,-9,-0.5625,-3,-0.1875,-6,-2,-0.125,-4,-0.25,0,0.0,-1,-4,-8,-4,-4,-4,-4,0,-3024000.0,-23,-16,-0.6666666666666666,-2,-0.125,-9,-0.5625,-3,-0.1875,-6,-2,-0.125,-4,-0.25,0,0.0,-1,-4,-8,-4,-4,-4,-4,0,-3024000.0,75,62,-1
0,0,1,0,10,1995,-3.7945205479452055,1,1,0.5,0,0.0,1,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,809481600.0,1,1,0.5,0,0.0,1,1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,809481600.0,-14,176,1
0,0,1,0,10,1995,3.7945205479452055,-1,-1,-0.5,0,0.0,-1,-1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,-1,0,0,0,0,0,0,-809481600.0,-1,-1,-0.5,0,0.0,-1,-1.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,-1,0,0,0,0,0,0,-809481600.0,14,-176,-1
0,0,3,0,10,1995,-9.189041095890412,-2,0,0.5,0,0,0,0,0,0,-2,0,0,-1,0,-1,0,0,2,0,-1,0,0,0,-1,-746668800.0,-2,0,0.5,0,0,0,0,0,0,-2,0,0,-1,0,-1,0,0,2,0,-1,0,0,0,-1,-746668800.0,-45,-93,1
0,0,3,0,10,1995,9.189041095890412,2,0,-0.5,0,0,0,0,0,0,2,0,0,1,0,1,0,0,-2,0,1,0,0,0,1,746668800.0,2,0,-0.5,0,0,0,0,0,0,2,0,0,1,0,1,0,0,-2,0,1,0,0,0,1,746668800.0,45,93,-1
0,0,4,0,10,1995,5.372602739726028,4,2,0.0,1,0.2,0,-0.4,0,0.0,2,0,0.0,-1,-0.6,0,0.0,0,-2,3,2,2,3,1,-1,-5443200.0,4,2,0.0,1,0.2,0,-0.4,0,0.0,2,0,0.0,-1,-0.6,0,0.0,0,-2,3,2,2,3,1,-1,-5443200.0,-17,-60,0
0,0,4,0,10,1995,-5.372602739726028,-4,-2,0.0,-1,-0.2,0,0.4,0,0.0,-2,0,0.0,1,0.6,0,0.0,0,2,-3,-2,-2,-3,-1,1,5443200.0,-4,-2,0.0,-1,-0.2,0,0.4,0,0.0,-2,0,0.0,1,0.6,0,0.0,0,2,-3,-2,-2,-3,-1,1,5443200.0,17,60,0
1,0,5,0,10,1995,0.6657534246575343,-11,-5,0.5,0,0.0,-3,0.33333333333333337,0,0.0,-4,0,0.0,-1,-0.16666666666666666,-1,-0.16666666666666666,-2,-1,-5,-4,-4,-1,-1,-3,2419200.0,-11,-5,0.5,0,0.0,-3,0.33333333333333337,0,0.0,-4,0,0.0,-1,-0.16666666666666666,-1,-0.16666666666666666,-2,-1,-5,-4,-4,-1,-1,-3,2419200.0,26,1,1
1,1,5,0,10,1995,-0.6657534246575343,11,5,-0.5,0,0.0,3,-0.33333333333333337,0,0.0,4,0,0.0,1,0.16666666666666666,1,0.16666666666666666,2,1,5,4,4,1,1,3,-2419200.0,11,5,-0.5,0,0.0,3,-0.33333333333333337,0,0.0,4,0,0.0,1,0.16666666666666666,1,0.16666666666666666,2,1,5,4,4,1,1,3,-2419200.0,-26,-1,-1
1,0,6,0,10,1995,6.093150684931507,12,6,-0.4285714285714286,1,0.125,5,0.25,0,0.0,6,0,0.0,5,0.625,0,0.0,0,-4,3,4,2,2,1,2,-2419200.0,12,6,-0.4285714285714286,1,0.125,5,0.25,0,0.0,6,0,0.0,5,0.625,0,0.0,0,-4,3,4,2,2,1,2,-2419200.0,-19,-6,1
